Position	iRESk_prop_ind1	iRESk_prop_ind2	iRESk_prop_ind3	iRESk_prop_ind4	iRESk_prop_ind5	
657319.000000	-1	-1	-1	-1	-1	
657717.000000	-1	-1	-1	-1	-1	
658097.000000	-1	-1	-1	-1	-1	
658112.000000	-1	-1	-1	-1	-1	
658113.000000	0.000000	0.000000	0.000000	0.000000	2.193894	
658533.000000	-1	-1	-1	-1	-1	
658886.000000	-1	-1	-1	-1	-1	
659029.000000	0.000000	6.543860	0.000000	0.000000	7.771930	
659057.000000	-1	-1	-1	-1	-1	
659326.000000	-1	-1	-1	-1	-1	
659442.000000	-1	-1	-1	-1	-1	
659446.000000	-1	-1	-1	-1	-1	
659796.000000	-1	-1	-1	-1	-1	
659877.000000	-1	-1	-1	-1	-1	
660098.000000	-1	-1	-1	-1	-1	
660123.000000	-1	-1	-1	-1	-1	
660540.000000	-1	-1	-1	-1	-1	
660557.000000	0.000000	0.016376	0.000000	0.000000	0.016376	
660571.000000	-1	-1	-1	-1	-1	
661181.000000	-1	-1	-1	-1	-1	
661310.000000	-1	-1	-1	-1	-1	
661342.000000	0.000000	0.000000	0.000000	0.000000	0.357836	
661826.000000	-1	-1	-1	-1	-1	
661902.000000	-1	-1	-1	-1	-1	
661979.000000	-1	-1	-1	-1	-1	
662060.000000	-1	-1	-1	-1	-1	
662142.000000	-1	-1	-1	-1	-1	
662153.000000	-1	-1	-1	-1	-1	
662161.000000	-1	-1	-1	-1	-1	
662613.000000	-1	-1	-1	-1	-1	
662621.000000	-1	-1	-1	-1	-1	
662843.000000	-1	-1	-1	-1	-1	
662919.000000	-1	-1	-1	-1	-1	
662968.000000	-1	-1	-1	-1	-1	
665087.000000	-1	-1	-1	-1	-1	
665752.000000	-1	-1	-1	-1	-1	
665878.000000	-1	-1	-1	-1	-1	
666530.000000	-1	-1	-1	-1	-1	
666580.000000	-1	-1	-1	-1	-1	
668166.000000	-1	-1	-1	-1	-1	
668188.000000	-1	-1	-1	-1	-1	
669382.000000	-1	-1	-1	-1	-1	
670195.000000	-1	-1	-1	-1	-1	
670442.000000	-1	-1	-1	-1	-1	
670471.000000	-1	-1	-1	-1	-1	
670558.000000	-1	-1	-1	-1	-1	
670779.000000	-1	-1	-1	-1	-1	
670829.000000	-1	-1	-1	-1	-1	
671012.000000	0.026553	0.026553	0.000000	0.000000	0.026553	
672393.000000	-1	-1	-1	-1	-1	
672534.000000	-1	-1	-1	-1	-1	
672711.000000	-1	-1	-1	-1	-1	
672729.000000	-1	-1	-1	-1	-1	
672735.000000	-1	-1	-1	-1	-1	
672744.000000	-1	-1	-1	-1	-1	
673770.000000	-1	-1	-1	-1	-1	
673879.000000	-1	-1	-1	-1	-1	
674530.000000	-1	-1	-1	-1	-1	
674712.000000	0.000000	0.011460	0.000000	0.000000	0.011460	
674980.000000	-1	-1	-1	-1	-1	
675442.000000	-1	-1	-1	-1	-1	
676401.000000	-1	-1	-1	-1	-1	
676499.000000	-1	-1	-1	-1	-1	
676531.000000	-1	-1	-1	-1	-1	
676839.000000	-1	-1	-1	-1	-1	
677009.000000	-1	-1	-1	-1	-1	
677860.000000	-1	-1	-1	-1	-1	
678807.000000	-1	-1	-1	-1	-1	
679684.000000	-1	-1	-1	-1	-1	
679706.000000	-1	-1	-1	-1	-1	
679749.000000	-1	-1	-1	-1	-1	
679840.000000	-1	-1	-1	-1	-1	
680046.000000	-1	-1	-1	-1	-1	
680127.000000	-1	-1	-1	-1	-1	
680284.000000	-1	-1	-1	-1	-1	
680285.000000	-1	-1	-1	-1	-1	
680288.000000	-1	-1	-1	-1	-1	
680414.000000	-1	-1	-1	-1	-1	
680471.000000	-1	-1	-1	-1	-1	
680507.000000	-1	-1	-1	-1	-1	
680684.000000	0.000000	0.110310	0.000000	0.000000	0.110310	
680748.000000	0.000000	0.066988	0.000000	0.000000	0.066988	
680749.000000	-1	-1	-1	-1	-1	
680762.000000	-1	-1	-1	-1	-1	
680783.000000	-1	-1	-1	-1	-1	
680891.000000	-1	-1	-1	-1	-1	
681261.000000	-1	-1	-1	-1	-1	
681438.000000	-1	-1	-1	-1	-1	
681613.000000	-1	-1	-1	-1	-1	
682387.000000	-1	-1	-1	-1	-1	
682406.000000	-1	-1	-1	-1	-1	
682464.000000	-1	-1	-1	-1	-1	
682522.000000	-1	-1	-1	-1	-1	
682962.000000	-1	-1	-1	-1	-1	
685437.000000	-1	-1	-1	-1	-1	
686007.000000	-1	-1	-1	-1	-1	
686236.000000	-1	-1	-1	-1	-1	
686655.000000	-1	-1	-1	-1	-1	
686749.000000	0.000000	0.671159	0.000000	0.000000	0.661725	
686932.000000	-1	-1	-1	-1	-1	
686944.000000	-1	-1	-1	-1	-1	
686951.000000	0.000000	3.557252	0.000000	0.000000	0.000000	
687013.000000	-1	-1	-1	-1	-1	
687310.000000	0.000000	0.190632	0.000000	0.000000	0.190632	
687363.000000	-1	-1	-1	-1	-1	
687434.000000	-1	-1	-1	-1	-1	
687472.000000	-1	-1	-1	-1	-1	
687484.000000	-1	-1	-1	-1	-1	
687487.000000	-1	-1	-1	-1	-1	
687508.000000	-1	-1	-1	-1	-1	
687539.000000	-1	-1	-1	-1	-1	
687853.000000	-1	-1	-1	-1	-1	
688926.000000	-1	-1	-1	-1	-1	
689233.000000	-1	-1	-1	-1	-1	
689309.000000	-1	-1	-1	-1	-1	
689525.000000	-1	-1	-1	-1	-1	
689615.000000	-1	-1	-1	-1	-1	
689758.000000	-1	-1	-1	-1	-1	
690054.000000	-1	-1	-1	-1	-1	
690200.000000	-1	-1	-1	-1	-1	
690319.000000	-1	-1	-1	-1	-1	
690359.000000	-1	-1	-1	-1	-1	
690375.000000	-1	-1	-1	-1	-1	
690650.000000	-1	-1	-1	-1	-1	
690825.000000	-1	-1	-1	-1	-1	
690857.000000	-1	-1	-1	-1	-1	
691553.000000	-1	-1	-1	-1	-1	
691843.000000	-1	-1	-1	-1	-1	
692031.000000	-1	-1	-1	-1	-1	
692056.000000	-1	-1	-1	-1	-1	
692172.000000	-1	-1	-1	-1	-1	
692347.000000	-1	-1	-1	-1	-1	
692446.000000	-1	-1	-1	-1	-1	
692465.000000	-1	-1	-1	-1	-1	
692954.000000	-1	-1	-1	-1	-1	
693071.000000	-1	-1	-1	-1	-1	
693342.000000	-1	-1	-1	-1	-1	
693369.000000	-1	-1	-1	-1	-1	
693712.000000	-1	-1	-1	-1	-1	
694151.000000	-1	-1	-1	-1	-1	
694195.000000	-1	-1	-1	-1	-1	
694210.000000	-1	-1	-1	-1	-1	
694252.000000	-1	-1	-1	-1	-1	
694372.000000	-1	-1	-1	-1	-1	
694414.000000	-1	-1	-1	-1	-1	
694432.000000	-1	-1	-1	-1	-1	
694447.000000	-1	-1	-1	-1	-1	
694666.000000	-1	-1	-1	-1	-1	
694732.000000	-1	-1	-1	-1	-1	
695018.000000	-1	-1	-1	-1	-1	
695038.000000	-1	-1	-1	-1	-1	
695083.000000	-1	-1	-1	-1	-1	
695282.000000	-1	-1	-1	-1	-1	
695303.000000	-1	-1	-1	-1	-1	
695424.000000	-1	-1	-1	-1	-1	
695472.000000	-1	-1	-1	-1	-1	
695654.000000	-1	-1	-1	-1	-1	
695675.000000	-1	-1	-1	-1	-1	
695702.000000	-1	-1	-1	-1	-1	
695809.000000	-1	-1	-1	-1	-1	
695815.000000	-1	-1	-1	-1	-1	
696318.000000	-1	-1	-1	-1	-1	
696591.000000	-1	-1	-1	-1	-1	
696600.000000	0.000000	0.000000	0.000000	0.006531	0.000000	
696623.000000	-1	-1	-1	-1	-1	
696645.000000	-1	-1	-1	-1	-1	
696942.000000	-1	-1	-1	-1	-1	
697735.000000	-1	-1	-1	-1	-1	
697806.000000	-1	-1	-1	-1	-1	
698281.000000	-1	-1	-1	-1	-1	
698421.000000	-1	-1	-1	-1	-1	
698425.000000	-1	-1	-1	-1	-1	
698434.000000	-1	-1	-1	-1	-1	
699578.000000	-1	-1	-1	-1	-1	
699925.000000	-1	-1	-1	-1	-1	
699947.000000	-1	-1	-1	-1	-1	
699998.000000	-1	-1	-1	-1	-1	
700113.000000	-1	-1	-1	-1	-1	
700342.000000	-1	-1	-1	-1	-1	
700371.000000	-1	-1	-1	-1	-1	
700527.000000	-1	-1	-1	-1	-1	
700729.000000	-1	-1	-1	-1	-1	
701288.000000	-1	-1	-1	-1	-1	
701560.000000	-1	-1	-1	-1	-1	
701626.000000	-1	-1	-1	-1	-1	
701769.000000	-1	-1	-1	-1	-1	
701938.000000	-1	-1	-1	-1	-1	
702248.000000	-1	-1	-1	-1	-1	
703043.000000	-1	-1	-1	-1	-1	
703156.000000	-1	-1	-1	-1	-1	
703392.000000	-1	-1	-1	-1	-1	
703486.000000	-1	-1	-1	-1	-1	
703586.000000	-1	-1	-1	-1	-1	
703849.000000	-1	-1	-1	-1	-1	
704082.000000	-1	-1	-1	-1	-1	
704360.000000	-1	-1	-1	-1	-1	
704493.000000	-1	-1	-1	-1	-1	
704511.000000	-1	-1	-1	-1	-1	
704536.000000	-1	-1	-1	-1	-1	
704667.000000	-1	-1	-1	-1	-1	
704781.000000	-1	-1	-1	-1	-1	
704809.000000	-1	-1	-1	-1	-1	
705408.000000	-1	-1	-1	-1	-1	
705459.000000	-1	-1	-1	-1	-1	
705561.000000	-1	-1	-1	-1	-1	
705592.000000	-1	-1	-1	-1	-1	
705703.000000	-1	-1	-1	-1	-1	
705916.000000	-1	-1	-1	-1	-1	
705941.000000	-1	-1	-1	-1	-1	
705967.000000	-1	-1	-1	-1	-1	
705971.000000	-1	-1	-1	-1	-1	
706191.000000	-1	-1	-1	-1	-1	
707177.000000	-1	-1	-1	-1	-1	
707209.000000	-1	-1	-1	-1	-1	
707304.000000	-1	-1	-1	-1	-1	
707351.000000	-1	-1	-1	-1	-1	
707354.000000	-1	-1	-1	-1	-1	
707363.000000	-1	-1	-1	-1	-1	
707428.000000	-1	-1	-1	-1	-1	
708064.000000	-1	-1	-1	-1	-1	
708140.000000	-1	-1	-1	-1	-1	
708309.000000	-1	-1	-1	-1	-1	
708438.000000	-1	-1	-1	-1	-1	
708634.000000	-1	-1	-1	-1	-1	
708643.000000	-1	-1	-1	-1	-1	
708747.000000	-1	-1	-1	-1	-1	
708850.000000	-1	-1	-1	-1	-1	
708956.000000	-1	-1	-1	-1	-1	
709047.000000	-1	-1	-1	-1	-1	
709122.000000	-1	-1	-1	-1	-1	
709155.000000	-1	-1	-1	-1	-1	
709180.000000	-1	-1	-1	-1	-1	
709264.000000	-1	-1	-1	-1	-1	
709301.000000	-1	-1	-1	-1	-1	
709336.000000	-1	-1	-1	-1	-1	
709374.000000	-1	-1	-1	-1	-1	
709580.000000	-1	-1	-1	-1	-1	
709647.000000	-1	-1	-1	-1	-1	
709779.000000	-1	-1	-1	-1	-1	
709781.000000	-1	-1	-1	-1	-1	
709824.000000	-1	-1	-1	-1	-1	
709864.000000	-1	-1	-1	-1	-1	
709928.000000	-1	-1	-1	-1	-1	
710198.000000	-1	-1	-1	-1	-1	
710199.000000	-1	-1	-1	-1	-1	
710299.000000	-1	-1	-1	-1	-1	
710312.000000	-1	-1	-1	-1	-1	
710337.000000	-1	-1	-1	-1	-1	
710569.000000	-1	-1	-1	-1	-1	
710595.000000	-1	-1	-1	-1	-1	
710624.000000	-1	-1	-1	-1	-1	
710633.000000	-1	-1	-1	-1	-1	
710654.000000	-1	-1	-1	-1	-1	
710775.000000	-1	-1	-1	-1	-1	
710777.000000	-1	-1	-1	-1	-1	
710823.000000	0.000000	0.000000	0.888889	0.000000	0.000000	
711052.000000	-1	-1	-1	-1	-1	
711098.000000	-1	-1	-1	-1	-1	
711123.000000	-1	-1	-1	-1	-1	
711193.000000	-1	-1	-1	-1	-1	
711204.000000	0.000000	0.500000	0.000000	0.000000	0.000000	
711256.000000	-1	-1	-1	-1	-1	
711352.000000	-1	-1	-1	-1	-1	
711737.000000	-1	-1	-1	-1	-1	
711806.000000	-1	-1	-1	-1	-1	
711885.000000	-1	-1	-1	-1	-1	
711922.000000	-1	-1	-1	-1	-1	
711990.000000	-1	-1	-1	-1	-1	
711992.000000	-1	-1	-1	-1	-1	
712009.000000	-1	-1	-1	-1	-1	
712089.000000	-1	-1	-1	-1	-1	
712098.000000	-1	-1	-1	-1	-1	
712172.000000	-1	-1	-1	-1	-1	
712254.000000	-1	-1	-1	-1	-1	
712500.000000	-1	-1	-1	-1	-1	
712646.000000	-1	-1	-1	-1	-1	
713262.000000	0.000000	0.404199	0.000000	0.000000	0.000000	
713374.000000	-1	-1	-1	-1	-1	
713445.000000	-1	-1	-1	-1	-1	
713478.000000	-1	-1	-1	-1	-1	
713524.000000	-1	-1	-1	-1	-1	
713826.000000	-1	-1	-1	-1	-1	
713956.000000	-1	-1	-1	-1	-1	
714124.000000	-1	-1	-1	-1	-1	
714178.000000	-1	-1	-1	-1	-1	
714426.000000	-1	-1	-1	-1	-1	
714451.000000	-1	-1	-1	-1	-1	
714454.000000	-1	-1	-1	-1	-1	
714509.000000	-1	-1	-1	-1	-1	
714515.000000	-1	-1	-1	-1	-1	
714521.000000	-1	-1	-1	-1	-1	
714568.000000	-1	-1	-1	-1	-1	
714627.000000	-1	-1	-1	-1	-1	
714670.000000	-1	-1	-1	-1	-1	
714864.000000	-1	-1	-1	-1	-1	
714997.000000	-1	-1	-1	-1	-1	
715178.000000	-1	-1	-1	-1	-1	
715393.000000	-1	-1	-1	-1	-1	
715531.000000	-1	-1	-1	-1	-1	
715901.000000	-1	-1	-1	-1	-1	
715904.000000	-1	-1	-1	-1	-1	
716050.000000	-1	-1	-1	-1	-1	
716182.000000	-1	-1	-1	-1	-1	
716597.000000	-1	-1	-1	-1	-1	
716608.000000	-1	-1	-1	-1	-1	
716798.000000	-1	-1	-1	-1	-1	
716962.000000	-1	-1	-1	-1	-1	
717159.000000	-1	-1	-1	-1	-1	
717435.000000	-1	-1	-1	-1	-1	
717624.000000	-1	-1	-1	-1	-1	
717841.000000	-1	-1	-1	-1	-1	
718872.000000	-1	-1	-1	-1	-1	
719238.000000	-1	-1	-1	-1	-1	
719456.000000	-1	-1	-1	-1	-1	
719784.000000	-1	-1	-1	-1	-1	
720006.000000	-1	-1	-1	-1	-1	
720315.000000	-1	-1	-1	-1	-1	
720572.000000	-1	-1	-1	-1	-1	
720849.000000	-1	-1	-1	-1	-1	
720899.000000	-1	-1	-1	-1	-1	
721099.000000	-1	-1	-1	-1	-1	
721550.000000	-1	-1	-1	-1	-1	
721802.000000	-1	-1	-1	-1	-1	
723485.000000	-1	-1	-1	-1	-1	
723891.000000	-1	-1	-1	-1	-1	
724008.000000	-1	-1	-1	-1	-1	
724673.000000	-1	-1	-1	-1	-1	
726042.000000	-1	-1	-1	-1	-1	
726295.000000	-1	-1	-1	-1	-1	
727426.000000	-1	-1	-1	-1	-1	
727437.000000	-1	-1	-1	-1	-1	
727534.000000	-1	-1	-1	-1	-1	
727584.000000	-1	-1	-1	-1	-1	
727598.000000	-1	-1	-1	-1	-1	
727604.000000	-1	-1	-1	-1	-1	
727666.000000	-1	-1	-1	-1	-1	
728633.000000	-1	-1	-1	-1	-1	
728848.000000	0.000000	0.000000	0.429204	0.429204	0.000000	
728983.000000	-1	-1	-1	-1	-1	
729174.000000	-1	-1	-1	-1	-1	
729468.000000	-1	-1	-1	-1	-1	
730163.000000	-1	-1	-1	-1	-1	
730792.000000	-1	-1	-1	-1	-1	
731457.000000	-1	-1	-1	-1	-1	
731715.000000	-1	-1	-1	-1	-1	
732158.000000	-1	-1	-1	-1	-1	
732363.000000	-1	-1	-1	-1	-1	
732608.000000	-1	-1	-1	-1	-1	
732704.000000	-1	-1	-1	-1	-1	
733023.000000	-1	-1	-1	-1	-1	
733027.000000	-1	-1	-1	-1	-1	
733111.000000	-1	-1	-1	-1	-1	
733183.000000	-1	-1	-1	-1	-1	
733247.000000	-1	-1	-1	-1	-1	
733628.000000	-1	-1	-1	-1	-1	
733644.000000	-1	-1	-1	-1	-1	
733687.000000	-1	-1	-1	-1	-1	
733901.000000	-1	-1	-1	-1	-1	
733992.000000	-1	-1	-1	-1	-1	
734156.000000	-1	-1	-1	-1	-1	
734244.000000	-1	-1	-1	-1	-1	
734358.000000	-1	-1	-1	-1	-1	
734561.000000	-1	-1	-1	-1	-1	
734628.000000	-1	-1	-1	-1	-1	
734652.000000	-1	-1	-1	-1	-1	
734667.000000	-1	-1	-1	-1	-1	
734759.000000	-1	-1	-1	-1	-1	
734912.000000	-1	-1	-1	-1	-1	
734916.000000	-1	-1	-1	-1	-1	
734957.000000	-1	-1	-1	-1	-1	
735152.000000	0.072960	0.000000	0.072960	0.000000	0.000000	
735236.000000	-1	-1	-1	-1	-1	
735240.000000	-1	-1	-1	-1	-1	
735438.000000	0.000000	0.000000	0.000000	0.147970	0.000000	
735455.000000	-1	-1	-1	-1	-1	
735812.000000	-1	-1	-1	-1	-1	
735817.000000	-1	-1	-1	-1	-1	
735871.000000	0.009937	0.000000	0.009937	0.009937	0.000000	
735874.000000	-1	-1	-1	-1	-1	
735912.000000	-1	-1	-1	-1	-1	
735913.000000	-1	-1	-1	-1	-1	
736123.000000	-1	-1	-1	-1	-1	
736479.000000	-1	-1	-1	-1	-1	
737418.000000	-1	-1	-1	-1	-1	
737451.000000	-1	-1	-1	-1	-1	
737453.000000	-1	-1	-1	-1	-1	
737570.000000	-1	-1	-1	-1	-1	
737725.000000	-1	-1	-1	-1	-1	
737780.000000	-1	-1	-1	-1	-1	
737785.000000	-1	-1	-1	-1	-1	
737923.000000	-1	-1	-1	-1	-1	
737947.000000	-1	-1	-1	-1	-1	
739053.000000	0.101842	0.000000	0.101842	0.101842	0.000000	
739054.000000	0.101842	0.000000	0.101842	0.101842	0.000000	
739074.000000	-1	-1	-1	-1	-1	
739196.000000	-1	-1	-1	-1	-1	
739224.000000	-1	-1	-1	-1	-1	
739484.000000	-1	-1	-1	-1	-1	
739769.000000	-1	-1	-1	-1	-1	
739841.000000	-1	-1	-1	-1	-1	
740147.000000	-1	-1	-1	-1	-1	
740292.000000	-1	-1	-1	-1	-1	
740316.000000	-1	-1	-1	-1	-1	
740547.000000	-1	-1	-1	-1	-1	
740594.000000	0.000000	0.000000	0.040830	0.040830	0.000000	
740734.000000	-1	-1	-1	-1	-1	
741416.000000	-1	-1	-1	-1	-1	
741417.000000	-1	-1	-1	-1	-1	
741671.000000	-1	-1	-1	-1	-1	
741692.000000	-1	-1	-1	-1	-1	
742218.000000	-1	-1	-1	-1	-1	
742288.000000	-1	-1	-1	-1	-1	
742309.000000	-1	-1	-1	-1	-1	
742311.000000	-1	-1	-1	-1	-1	
742658.000000	-1	-1	-1	-1	-1	
742747.000000	-1	-1	-1	-1	-1	
742898.000000	-1	-1	-1	-1	-1	
742924.000000	-1	-1	-1	-1	-1	
743037.000000	-1	-1	-1	-1	-1	
743375.000000	-1	-1	-1	-1	-1	
743428.000000	-1	-1	-1	-1	-1	
743738.000000	-1	-1	-1	-1	-1	
743757.000000	-1	-1	-1	-1	-1	
744784.000000	-1	-1	-1	-1	-1	
744813.000000	-1	-1	-1	-1	-1	
744814.000000	-1	-1	-1	-1	-1	
745058.000000	-1	-1	-1	-1	-1	
745503.000000	-1	-1	-1	-1	-1	
745550.000000	-1	-1	-1	-1	-1	
745580.000000	-1	-1	-1	-1	-1	
745846.000000	-1	-1	-1	-1	-1	
746101.000000	-1	-1	-1	-1	-1	
746134.000000	-1	-1	-1	-1	-1	
746218.000000	-1	-1	-1	-1	-1	
746422.000000	-1	-1	-1	-1	-1	
746464.000000	-1	-1	-1	-1	-1	
746466.000000	-1	-1	-1	-1	-1	
746489.000000	-1	-1	-1	-1	-1	
746497.000000	-1	-1	-1	-1	-1	
746554.000000	-1	-1	-1	-1	-1	
746755.000000	-1	-1	-1	-1	-1	
746910.000000	-1	-1	-1	-1	-1	
747201.000000	-1	-1	-1	-1	-1	
747296.000000	-1	-1	-1	-1	-1	
747304.000000	-1	-1	-1	-1	-1	
747348.000000	-1	-1	-1	-1	-1	
747410.000000	-1	-1	-1	-1	-1	
747737.000000	-1	-1	-1	-1	-1	
747820.000000	-1	-1	-1	-1	-1	
747859.000000	-1	-1	-1	-1	-1	
747912.000000	-1	-1	-1	-1	-1	
748606.000000	-1	-1	-1	-1	-1	
748657.000000	-1	-1	-1	-1	-1	
749578.000000	-1	-1	-1	-1	-1	
749590.000000	-1	-1	-1	-1	-1	
749671.000000	-1	-1	-1	-1	-1	
749885.000000	-1	-1	-1	-1	-1	
750136.000000	-1	-1	-1	-1	-1	
750231.000000	-1	-1	-1	-1	-1	
750327.000000	-1	-1	-1	-1	-1	
750781.000000	-1	-1	-1	-1	-1	
750980.000000	-1	-1	-1	-1	-1	
751261.000000	-1	-1	-1	-1	-1	
751287.000000	-1	-1	-1	-1	-1	
751633.000000	-1	-1	-1	-1	-1	
751659.000000	-1	-1	-1	-1	-1	
751815.000000	-1	-1	-1	-1	-1	
752188.000000	0.055287	0.000000	0.055287	0.000000	0.055287	
752433.000000	-1	-1	-1	-1	-1	
752510.000000	-1	-1	-1	-1	-1	
753053.000000	-1	-1	-1	-1	-1	
753315.000000	-1	-1	-1	-1	-1	
753496.000000	-1	-1	-1	-1	-1	
753762.000000	-1	-1	-1	-1	-1	
753806.000000	-1	-1	-1	-1	-1	
753903.000000	-1	-1	-1	-1	-1	
754725.000000	-1	-1	-1	-1	-1	
754797.000000	-1	-1	-1	-1	-1	
754830.000000	-1	-1	-1	-1	-1	
754933.000000	-1	-1	-1	-1	-1	
755033.000000	-1	-1	-1	-1	-1	
755136.000000	-1	-1	-1	-1	-1	
755576.000000	-1	-1	-1	-1	-1	
755621.000000	-1	-1	-1	-1	-1	
755739.000000	-1	-1	-1	-1	-1	
756157.000000	-1	-1	-1	-1	-1	
756339.000000	-1	-1	-1	-1	-1	
756490.000000	-1	-1	-1	-1	-1	
756589.000000	-1	-1	-1	-1	-1	
756833.000000	-1	-1	-1	-1	-1	
756841.000000	-1	-1	-1	-1	-1	
756934.000000	-1	-1	-1	-1	-1	
757116.000000	-1	-1	-1	-1	-1	
757164.000000	-1	-1	-1	-1	-1	
757313.000000	-1	-1	-1	-1	-1	
757430.000000	-1	-1	-1	-1	-1	
757666.000000	-1	-1	-1	-1	-1	
757898.000000	-1	-1	-1	-1	-1	
757936.000000	-1	-1	-1	-1	-1	
757960.000000	-1	-1	-1	-1	-1	
758458.000000	-1	-1	-1	-1	-1	
758479.000000	-1	-1	-1	-1	-1	
758614.000000	-1	-1	-1	-1	-1	
758676.000000	-1	-1	-1	-1	-1	
758793.000000	-1	-1	-1	-1	-1	
759136.000000	-1	-1	-1	-1	-1	
759179.000000	0.006800	0.000000	0.006800	0.006800	0.000000	
759236.000000	-1	-1	-1	-1	-1	
759344.000000	-1	-1	-1	-1	-1	
759426.000000	-1	-1	-1	-1	-1	
759453.000000	-1	-1	-1	-1	-1	
759601.000000	-1	-1	-1	-1	-1	
759958.000000	-1	-1	-1	-1	-1	
760044.000000	-1	-1	-1	-1	-1	
760423.000000	-1	-1	-1	-1	-1	
760800.000000	-1	-1	-1	-1	-1	
760993.000000	-1	-1	-1	-1	-1	
761244.000000	-1	-1	-1	-1	-1	
761364.000000	-1	-1	-1	-1	-1	
761659.000000	-1	-1	-1	-1	-1	
761773.000000	-1	-1	-1	-1	-1	
761877.000000	-1	-1	-1	-1	-1	
761947.000000	-1	-1	-1	-1	-1	
762634.000000	-1	-1	-1	-1	-1	
763017.000000	-1	-1	-1	-1	-1	
763030.000000	-1	-1	-1	-1	-1	
763457.000000	-1	-1	-1	-1	-1	
763576.000000	-1	-1	-1	-1	-1	
763736.000000	-1	-1	-1	-1	-1	
764338.000000	-1	-1	-1	-1	-1	
764829.000000	-1	-1	-1	-1	-1	
766078.000000	-1	-1	-1	-1	-1	
766085.000000	-1	-1	-1	-1	-1	
766118.000000	-1	-1	-1	-1	-1	
766135.000000	-1	-1	-1	-1	-1	
766222.000000	-1	-1	-1	-1	-1	
766595.000000	-1	-1	-1	-1	-1	
766630.000000	-1	-1	-1	-1	-1	
766631.000000	-1	-1	-1	-1	-1	
766648.000000	-1	-1	-1	-1	-1	
766694.000000	-1	-1	-1	-1	-1	
766745.000000	-1	-1	-1	-1	-1	
766746.000000	0.000000	0.000000	0.000000	0.017789	0.000000	
766931.000000	-1	-1	-1	-1	-1	
766985.000000	-1	-1	-1	-1	-1	
766988.000000	-1	-1	-1	-1	-1	
766995.000000	-1	-1	-1	-1	-1	
767001.000000	-1	-1	-1	-1	-1	
767004.000000	-1	-1	-1	-1	-1	
767149.000000	-1	-1	-1	-1	-1	
767277.000000	-1	-1	-1	-1	-1	
767286.000000	-1	-1	-1	-1	-1	
767347.000000	-1	-1	-1	-1	-1	
767533.000000	-1	-1	-1	-1	-1	
767659.000000	-1	-1	-1	-1	-1	
767832.000000	-1	-1	-1	-1	-1	
767868.000000	-1	-1	-1	-1	-1	
767884.000000	-1	-1	-1	-1	-1	
768082.000000	-1	-1	-1	-1	-1	
768236.000000	-1	-1	-1	-1	-1	
768506.000000	-1	-1	-1	-1	-1	
768560.000000	-1	-1	-1	-1	-1	
768573.000000	-1	-1	-1	-1	-1	
768720.000000	-1	-1	-1	-1	-1	
768763.000000	-1	-1	-1	-1	-1	
768927.000000	-1	-1	-1	-1	-1	
768930.000000	-1	-1	-1	-1	-1	
769121.000000	-1	-1	-1	-1	-1	
769428.000000	-1	-1	-1	-1	-1	
769751.000000	-1	-1	-1	-1	-1	
770117.000000	-1	-1	-1	-1	-1	
770139.000000	-1	-1	-1	-1	-1	
770146.000000	-1	-1	-1	-1	-1	
770263.000000	-1	-1	-1	-1	-1	
770348.000000	-1	-1	-1	-1	-1	
770349.000000	-1	-1	-1	-1	-1	
770352.000000	-1	-1	-1	-1	-1	
770459.000000	-1	-1	-1	-1	-1	
770515.000000	-1	-1	-1	-1	-1	
770761.000000	-1	-1	-1	-1	-1	
770767.000000	-1	-1	-1	-1	-1	
770768.000000	-1	-1	-1	-1	-1	
770955.000000	-1	-1	-1	-1	-1	
771037.000000	-1	-1	-1	-1	-1	
771179.000000	-1	-1	-1	-1	-1	
771335.000000	-1	-1	-1	-1	-1	
771448.000000	-1	-1	-1	-1	-1	
771449.000000	-1	-1	-1	-1	-1	
771841.000000	-1	-1	-1	-1	-1	
771894.000000	-1	-1	-1	-1	-1	
771936.000000	-1	-1	-1	-1	-1	
772615.000000	-1	-1	-1	-1	-1	
772815.000000	-1	-1	-1	-1	-1	
772854.000000	-1	-1	-1	-1	-1	
773150.000000	-1	-1	-1	-1	-1	
773229.000000	-1	-1	-1	-1	-1	
774483.000000	-1	-1	-1	-1	-1	
774707.000000	-1	-1	-1	-1	-1	
774985.000000	-1	-1	-1	-1	-1	
774991.000000	-1	-1	-1	-1	-1	
775013.000000	-1	-1	-1	-1	-1	
776553.000000	-1	-1	-1	-1	-1	
777200.000000	-1	-1	-1	-1	-1	
777277.000000	-1	-1	-1	-1	-1	
777376.000000	-1	-1	-1	-1	-1	
777377.000000	-1	-1	-1	-1	-1	
777400.000000	-1	-1	-1	-1	-1	
777406.000000	-1	-1	-1	-1	-1	
777415.000000	-1	-1	-1	-1	-1	
777567.000000	-1	-1	-1	-1	-1	
777681.000000	-1	-1	-1	-1	-1	
777711.000000	-1	-1	-1	-1	-1	
777717.000000	-1	-1	-1	-1	-1	
777848.000000	-1	-1	-1	-1	-1	
777859.000000	-1	-1	-1	-1	-1	
777876.000000	-1	-1	-1	-1	-1	
777896.000000	-1	-1	-1	-1	-1	
778022.000000	-1	-1	-1	-1	-1	
778074.000000	-1	-1	-1	-1	-1	
778220.000000	-1	-1	-1	-1	-1	
778301.000000	-1	-1	-1	-1	-1	
778321.000000	-1	-1	-1	-1	-1	
