Position	iES_BRG	iES_BRM	iES_CHCU	iES_CHCA	iES_CHFR	iES_TXL	log(iES_BRG)	log(iES_BRM)	log(iES_CHCU)	log(iES_CHCA)	log(iES_CHFR)	log(iES_TXL)	log_Rsb(BRG/BRM)	log_Rsb(BRG/CHCU)	log_Rsb(BRG/CHCA)	log_Rsb(BRG/CHFR)	log_Rsb(BRG/TXL)	log_Rsb(BRM/CHCU)	log_Rsb(BRM/CHCA)	log_Rsb(BRM/CHFR)	log_Rsb(BRM/TXL)	log_Rsb(CHCU/CHCA)	log_Rsb(CHCU/CHFR)	log_Rsb(CHCU/TXL)	log_Rsb(CHCA/CHFR)	log_Rsb(CHCA/TXL)	log_Rsb(CHFR/TXL)	log_RsbN(BRG/BRM)	log_RsbN(BRG/CHCU)	log_RsbN(BRG/CHCA)	log_RsbN(BRG/CHFR)	log_RsbN(BRG/TXL)	log_RsbN(BRM/CHCU)	log_RsbN(BRM/CHCA)	log_RsbN(BRM/CHFR)	log_RsbN(BRM/TXL)	log_RsbN(CHCU/CHCA)	log_RsbN(CHCU/CHFR)	log_RsbN(CHCU/TXL)	log_RsbN(CHCA/CHFR)	log_RsbN(CHCA/TXL)	log_RsbN(CHFR/TXL)	
292782.000000	4158.625000	2886.333333	17820.687500	8166.187500	201680.937500	984.000000	8.332940	7.967742	9.788115	9.007757	12.214442	6.891626	0.365198	-1.455176	-0.674818	-3.881502	1.441314	-1.820373	-1.040015	-4.246700	1.076116	0.780358	-2.426327	2.896489	-3.206685	2.116132	5.322816	0.587554	-0.630377	0.002276	-1.326182	1.032350	-1.800077	-0.759498	-2.382408	0.603154	0.838931	-1.250823	1.833093	-1.633342	1.331230	2.028446	
325322.000000	4555.000000	5970.166667	28370.571429	10102.416667	212637.937500	NA	8.423981	8.694530	10.253108	9.220530	12.267346	NA	-0.270549	-1.829127	-0.796549	-3.843365	NA	-1.558578	-0.526000	-3.572816	NA	1.032578	-2.014239	NA	-3.046816	NA	NA	0.118225	-0.911454	-0.073579	-1.300606	NA	-1.497080	-0.289224	-1.761361	NA	1.097073	-0.864482	NA	-1.502505	NA	NA	
331996.000000	3022.875000	4951.150000	21036.222222	9861.416667	232917.000000	584.000000	8.013964	8.507375	9.954001	9.196385	12.358437	6.369901	-0.493412	-1.940037	-1.182421	-4.344474	1.644063	-1.446626	-0.689010	-3.851062	2.137474	0.757616	-2.404436	3.584100	-3.162052	2.826484	5.988536	-0.046299	-0.994819	-0.314027	-1.636668	1.135958	-1.367510	-0.438363	-2.017791	1.204939	0.815655	-1.230300	2.282023	-1.596815	1.859442	2.342184	
333191.000000	3892.833333	5473.333333	30039.666667	9735.583333	232866.500000	1495.000000	8.266893	8.607643	10.310274	9.183543	12.358221	7.309881	-0.340751	-2.043381	-0.916650	-4.091328	0.957011	-1.702631	-0.575900	-3.750578	1.297762	1.126731	-2.047947	3.000393	-3.174678	1.873661	5.048339	0.066400	-1.072496	-0.148417	-1.466899	0.784863	-1.663805	-0.334878	-1.925185	0.728826	1.193437	-0.896084	1.900930	-1.607147	1.150931	1.899092	
333228.000000	2970.375000	5417.722222	13610.500000	10910.000000	33226.076923	1495.000000	7.996443	8.597431	9.518597	9.297435	10.411090	7.309881	-0.600987	-1.522153	-1.300992	-2.414647	0.686562	-0.921166	-0.700004	-1.813660	1.287549	0.221162	-0.892493	2.208715	-1.113655	1.987554	3.101209	-0.125715	-0.680720	-0.387912	-0.342454	0.646659	-0.759354	-0.448421	-0.140133	0.723035	0.266604	0.187177	1.384056	0.079601	1.235620	0.981458	
349504.000000	4573.500000	13011.055556	19266.909091	20127.857143	37593.678571	NA	8.428034	9.473555	9.866144	9.909860	10.534591	NA	-1.045521	-1.438110	-1.481826	-2.106557	NA	-0.392590	-0.436305	-1.061036	NA	-0.043716	-0.668447	NA	-0.624731	NA	NA	-0.453884	-0.617550	-0.500595	-0.135838	NA	-0.147591	-0.207163	0.553479	NA	-0.004493	0.397226	NA	0.479738	NA	NA	
359001.000000	11428.666667	12252.777778	37750.187500	23548.916667	236406.000000	4055.000000	9.343880	9.413508	10.538746	10.066835	12.373306	8.307706	-0.069628	-1.194866	-0.722955	-3.029426	1.036174	-1.125238	-0.653327	-2.959798	1.105802	0.471911	-1.834560	2.231040	-2.306471	1.759129	4.065600	0.266552	-0.434717	-0.027720	-0.754748	0.825317	-0.995542	-0.405716	-1.196407	0.619985	0.523241	-0.696030	1.398632	-0.896604	1.065766	1.435952	
364583.000000	9607.750000	10263.666667	40104.125000	18649.583333	177788.166667	6645.000000	9.170325	9.236365	10.599234	9.833579	12.088348	8.801620	-0.066040	-1.428909	-0.663254	-2.918023	0.368705	-1.362869	-0.597214	-2.851983	0.434745	0.765655	-1.489114	1.797615	-2.254769	1.031959	3.286728	0.269200	-0.610634	0.009482	-0.680037	0.484229	-1.270571	-0.354378	-1.097045	0.239499	0.823883	-0.372166	1.115655	-0.854291	0.525049	1.068889	
396336.000000	6343.900000	2064.222222	17396.423077	17776.937500	27989.321429	3816.000000	8.755249	7.632509	9.764020	9.785657	10.239578	8.246958	1.122740	-1.008771	-1.030408	-1.484329	0.508291	-2.131511	-2.153148	-2.607070	-0.614449	-0.021637	-0.475558	1.517062	-0.453921	1.538699	1.992620	1.146797	-0.294841	-0.219303	0.281452	0.555560	-2.160182	-1.777905	-0.871335	-0.355390	0.018104	0.578063	0.932487	0.619529	0.901856	0.459008	
408671.000000	6517.750000	4656.312500	32523.944444	17550.928571	188499.687500	2402.000000	8.782285	8.445979	10.389732	9.772862	12.146852	7.784057	0.336305	-1.607447	-0.990578	-3.364567	0.998228	-1.943753	-1.326883	-3.700873	0.661922	0.616870	-1.757120	2.605675	-2.373989	1.988805	4.362795	0.566225	-0.744831	-0.194484	-0.979506	0.805926	-1.942874	-1.021954	-1.879377	0.368307	0.671604	-0.623428	1.643225	-0.951861	1.236551	1.576012	
437386.000000	1417.000000	5984.888889	26427.100000	9756.187500	150168.950000	2199.000000	7.256297	8.696993	10.182145	9.185657	11.919516	7.695758	-1.440696	-2.925848	-1.929360	-4.663219	-0.439461	-1.485152	-0.488664	-3.222523	1.001235	0.996488	-1.737371	2.486387	-2.733859	1.489899	4.223758	-0.745615	-1.735794	-0.779467	-1.850430	0.071243	-1.412099	-0.255066	-1.438533	0.560696	1.060136	-0.604913	1.565344	-1.246380	0.865569	1.510488	
454040.000000	263.750000	6965.687500	34097.312500	4104.125000	239945.571429	69.000000	5.575002	8.848752	10.436974	8.319748	12.388167	4.234107	-3.273750	-4.861972	-2.744746	-6.813166	1.340895	-1.588222	0.529004	-3.539416	4.614645	2.117226	-1.951194	6.202867	-4.068420	4.085641	8.154061	-2.098836	-3.191064	-1.287559	-3.292265	0.981034	-1.531390	0.676000	-1.730579	2.609484	2.207190	-0.805376	3.991773	-2.338589	2.795739	3.362742	
513331.000000	9802.500000	3356.666667	39870.055556	20960.187500	62581.125000	1957.000000	9.190393	8.118704	10.593381	9.950380	11.044219	7.579168	1.071689	-1.402988	-0.759987	-1.853826	1.611225	-2.474677	-1.831676	-2.925515	0.539536	0.643001	-0.450838	3.014213	-1.093839	2.371212	3.465051	1.109109	-0.591151	-0.050796	0.033653	1.119177	-2.557355	-1.483790	-1.164813	0.298915	0.698348	0.601238	1.909953	0.095818	1.520905	1.152928	
526913.000000	166.000000	4379.277778	31528.000000	16429.222222	193265.000000	2225.000000	5.111988	8.384639	10.358631	9.706817	12.171818	7.707512	-3.272651	-5.246644	-4.594829	-7.059830	-2.595524	-1.973992	-1.322178	-3.787178	0.677127	0.651814	-1.813186	2.651119	-2.465001	1.999305	4.464305	-2.098024	-3.480199	-2.440400	-3.457687	-1.030541	-1.977872	-1.017649	-1.958916	0.376928	0.707369	-0.675991	1.672895	-1.026345	1.244358	1.623852	
538253.000000	4518.125000	3525.166667	25443.181818	19625.388889	74889.958333	11295.000000	8.415852	8.167683	10.144203	9.884579	11.223775	9.332115	0.248169	-1.728351	-1.468727	-2.807923	-0.916263	-1.976520	-1.716896	-3.056092	-1.164432	0.259624	-1.079572	0.812088	-1.339196	0.552464	1.891660	0.501160	-0.835706	-0.492433	-0.606199	-0.172411	-1.980798	-1.378778	-1.285151	-0.667228	0.305969	0.011787	0.472221	-0.104983	0.168501	0.411428	
567272.000000	26757.750000	7262.357143	47393.400000	40895.444444	233222.687500	28168.000000	10.194579	8.890460	10.766238	10.618774	12.359749	10.245942	1.304120	-0.571659	-0.424195	-2.165170	-0.051362	-1.875779	-1.728314	-3.469289	-1.355482	0.147464	-1.593511	0.520296	-1.740975	0.372832	2.113807	1.280697	0.033710	0.158446	-0.175145	0.269568	-1.864202	-1.389224	-1.665951	-0.775552	0.191176	-0.470041	0.281715	-0.433800	0.034928	0.516120	
569662.000000	27598.375000	6267.714286	44462.600000	37107.250000	209311.111111	28168.000000	10.225512	8.743167	10.702404	10.521568	12.251577	10.245942	1.482345	-0.476891	-0.296055	-2.026065	-0.020430	-1.959237	-1.778401	-3.508410	-1.502775	0.180836	-1.549173	0.456462	-1.730009	0.275626	2.005635	1.412269	0.104941	0.238294	-0.081856	0.285375	-1.960795	-1.435048	-1.702005	-0.859067	0.225331	-0.428473	0.240039	-0.424826	-0.037353	0.465142	
587203.000000	26885.250000	4954.000000	27967.166667	31404.888889	75641.181818	3786.000000	10.199333	8.507951	10.238786	10.354719	11.233756	8.239065	1.691382	-0.039453	-0.155386	-1.034423	1.960268	-1.730836	-1.846768	-2.725806	0.268885	-0.115932	-0.994970	1.999721	-0.879037	2.115654	2.994691	1.566587	0.433738	0.325949	0.583176	1.297544	-1.696448	-1.497598	-0.980761	0.145457	-0.078405	0.091104	1.247607	0.271613	1.330874	0.931259	
597359.000000	12802.250000	8090.000000	25669.541667	22740.181818	62058.750000	8686.000000	9.457376	8.998384	10.153060	10.031889	11.035837	9.069468	0.458992	-0.695684	-0.574513	-1.578461	0.387908	-1.154676	-1.033505	-2.037453	-0.071084	0.121172	-0.882776	1.083593	-1.003948	0.962421	1.966369	0.656796	-0.059512	0.064779	0.218324	0.494042	-1.029614	-0.753542	-0.346380	-0.047304	0.164266	0.196287	0.649482	0.169385	0.473341	0.446636	
604417.000000	641.000000	3807.500000	17231.300000	18760.950000	59326.000000	8686.000000	6.463029	8.244728	9.754483	9.839533	10.990803	9.069468	-1.781699	-3.291453	-3.376503	-4.527773	-2.606438	-1.509755	-1.594805	-2.746075	-0.824740	-0.085050	-1.236320	0.685015	-1.151270	0.770065	1.921335	-0.997355	-2.010598	-1.681225	-1.759596	-1.036118	-1.440574	-1.267076	-0.999441	-0.474624	-0.046798	-0.135167	0.389257	0.048816	0.330307	0.425413	
604817.000000	40003.000000	10197.500000	23182.888889	23312.944444	79177.750000	NA	10.596710	9.229898	10.051170	10.056764	11.279451	NA	1.366812	0.545540	0.539946	-0.682741	NA	-0.821272	-0.826866	-2.049553	NA	-0.005594	-1.228281	NA	-1.222687	NA	NA	1.326979	0.873442	0.759231	0.819027	NA	-0.643738	-0.564488	-0.357531	NA	0.034524	-0.127630	NA	-0.009631	NA	NA	
610918.000000	33208.500000	8616.357143	25646.700000	33886.500000	75891.107143	5283.000000	10.410561	9.061418	10.152170	10.430772	11.237055	8.572249	1.349143	0.258391	-0.020211	-0.826494	1.838312	-1.090753	-1.369354	-2.175637	0.489168	-0.278602	-1.084885	1.579921	-0.806283	1.858523	2.664805	1.313935	0.657610	0.410181	0.722621	1.235223	-0.955630	-1.060811	-0.473730	0.270357	-0.244894	0.006807	0.973527	0.331155	1.139674	0.775792	
611295.000000	33208.500000	8602.642857	27728.350000	33886.500000	75891.107143	5283.000000	10.410561	9.059825	10.230211	10.430772	11.237055	8.572249	1.350736	0.180351	-0.020211	-0.826494	1.838312	-1.170386	-1.370947	-2.177230	0.487575	-0.200561	-1.006844	1.657961	-0.806283	1.858523	2.664805	1.315111	0.598951	0.410181	0.722621	1.235223	-1.047795	-1.062268	-0.475198	0.269453	-0.165021	0.079971	1.024478	0.331155	1.139674	0.775792	
611449.000000	33208.500000	8602.642857	24108.818182	28777.250000	66676.964286	5283.000000	10.410561	9.059825	10.090333	10.267340	11.107615	8.572249	1.350736	0.320228	0.143221	-0.697054	1.838312	-1.030508	-1.207516	-2.047790	0.487575	-0.177007	-1.017282	1.518084	-0.840274	1.695091	2.535365	1.315111	0.704089	0.512020	0.809428	1.235223	-0.885904	-0.912744	-0.355907	0.269453	-0.140915	0.070186	0.933154	0.303336	1.018148	0.714790	
611869.000000	22273.333333	6840.166667	20903.590909	24047.125000	64510.300000	5283.000000	10.011145	8.830567	9.947676	10.087771	11.074580	8.572249	1.180578	0.063469	-0.076625	-1.063435	1.438896	-1.117109	-1.257203	-2.244013	0.258318	-0.140094	-1.126904	1.375427	-0.986809	1.515521	2.502331	1.189495	0.511098	0.375027	0.563719	1.031114	-0.986134	-0.958204	-0.536744	0.139465	-0.103135	-0.032587	0.840016	0.183412	0.884622	0.699222	
611977.000000	33208.500000	12094.900000	20903.590909	27425.928571	64510.300000	NA	10.410561	9.400539	9.947676	10.219244	11.074580	NA	1.010022	0.462885	0.191317	-0.664019	NA	-0.547137	-0.818705	-1.674041	NA	-0.271568	-1.126904	NA	-0.855336	NA	NA	1.063585	0.811316	0.541990	0.831582	NA	-0.326460	-0.557021	-0.011462	NA	-0.237695	-0.032587	NA	0.291010	NA	NA	
612128.000000	17931.750000	12210.833333	20903.590909	27425.928571	64510.300000	NA	9.794328	9.410079	9.947676	10.219244	11.074580	NA	0.384249	-0.153348	-0.424916	-1.280252	NA	-0.537597	-0.809165	-1.664501	NA	-0.271568	-1.126904	NA	-0.855336	NA	NA	0.601619	0.348130	0.157997	0.418314	NA	-0.315419	-0.548293	-0.002670	NA	-0.237695	-0.032587	NA	0.291010	NA	NA	
614752.000000	33208.500000	9357.444444	20903.590909	24468.875000	64510.300000	NA	10.410561	9.143928	9.947676	10.105157	11.074580	NA	1.266634	0.462885	0.305404	-0.664019	NA	-0.803749	-0.961230	-1.930653	NA	-0.157481	-1.126904	NA	-0.969423	NA	NA	1.253024	0.811316	0.613081	0.831582	NA	-0.623457	-0.687417	-0.247954	NA	-0.120929	-0.032587	NA	0.197641	NA	NA	
614913.000000	22530.833333	12739.166667	20903.590909	24468.875000	64510.300000	NA	10.022640	9.452437	9.947676	10.105157	11.074580	NA	0.570204	0.074964	-0.082517	-1.051940	NA	-0.495240	-0.652721	-1.622144	NA	-0.157481	-1.126904	NA	-0.969423	NA	NA	0.738896	0.519738	0.371356	0.571428	NA	-0.266396	-0.405162	0.036366	NA	-0.120929	-0.032587	NA	0.197641	NA	NA	
617103.000000	20378.500000	11681.100000	25398.850000	27425.928571	73303.076923	NA	9.922236	9.365727	10.142459	10.219244	11.202358	NA	0.556508	-0.220223	-0.297008	-1.280122	NA	-0.776732	-0.853517	-1.836630	NA	-0.076785	-1.059899	NA	-0.983114	NA	NA	0.728786	0.297863	0.237700	0.418401	NA	-0.592188	-0.588870	-0.161303	NA	-0.038339	0.030232	NA	0.186436	NA	NA	
623559.000000	33208.500000	9174.277778	21418.318182	25083.166667	71673.538462	NA	10.410561	9.124159	9.972002	10.129952	11.179877	NA	1.286402	0.438559	0.280609	-0.769316	NA	-0.847843	-1.005793	-2.055718	NA	-0.157950	-1.207875	NA	-1.049925	NA	NA	1.267617	0.793031	0.597631	0.760966	NA	-0.674491	-0.728188	-0.363213	NA	-0.121410	-0.108499	NA	0.131758	NA	NA	
629048.000000	18881.750000	9495.111111	21954.545455	25045.500000	66699.750000	NA	9.845951	9.158532	9.996729	10.128449	11.107956	NA	0.687419	-0.150778	-0.282498	-1.262005	NA	-0.838197	-0.969917	-1.949424	NA	-0.131720	-1.111227	NA	-0.979507	NA	NA	0.825428	0.350061	0.246742	0.430550	NA	-0.663327	-0.695365	-0.265253	NA	-0.094564	-0.017890	NA	0.189388	NA	NA	
631315.000000	33208.500000	9296.833333	20275.363636	9205.750000	77449.727273	NA	10.410561	9.137429	9.917162	9.127584	11.257384	NA	1.273132	0.493399	1.282978	-0.846823	NA	-0.779733	0.009846	-2.119955	NA	0.789578	-1.340223	NA	-2.129801	NA	NA	1.257821	0.834251	1.222236	0.708987	NA	-0.595662	0.201021	-0.422414	NA	0.848367	-0.232578	NA	-0.752016	NA	NA	
631407.000000	22466.833333	7538.722222	21108.772727	9205.750000	66248.000000	NA	10.019795	8.927808	9.957444	9.127584	11.101161	NA	1.091987	0.062351	0.892212	-1.081365	NA	-1.029636	-0.199776	-2.173353	NA	0.829860	-1.143717	NA	-1.973577	NA	NA	1.124094	0.510258	0.978739	0.551695	NA	-0.884895	0.009239	-0.471624	NA	0.889596	-0.048349	NA	-0.624162	NA	NA	
632385.000000	21707.250000	7405.833333	21016.727273	8434.142857	66504.461538	NA	9.985402	8.910023	9.953074	9.040043	11.105024	NA	1.075378	0.032328	0.945358	-1.119623	NA	-1.043051	-0.130020	-2.195001	NA	0.913031	-1.151950	NA	-2.064981	NA	NA	1.111833	0.487691	1.011856	0.526038	NA	-0.900420	0.073058	-0.491575	NA	0.974719	-0.056069	NA	-0.698968	NA	NA	
632848.000000	14582.500000	7290.055556	19497.000000	9499.583333	61945.285714	NA	9.587577	8.894266	9.878016	9.159003	11.034007	NA	0.693311	-0.290438	0.428574	-1.446429	NA	-0.983749	-0.264737	-2.139740	NA	0.719013	-1.155991	NA	-1.875004	NA	NA	0.829778	0.245087	0.689832	0.306869	NA	-0.831786	-0.050194	-0.440647	NA	0.776145	-0.059857	NA	-0.543490	NA	NA	
632906.000000	21707.250000	13058.000000	18111.461538	9499.583333	61945.285714	NA	9.985402	9.477156	9.804300	9.159003	11.034007	NA	0.508245	0.181101	0.826398	-1.048605	NA	-0.327144	0.318153	-1.556851	NA	0.645297	-1.229707	NA	-1.875004	NA	NA	0.693157	0.599516	0.937728	0.573665	NA	-0.071845	0.483092	0.096540	NA	0.700698	-0.128967	NA	-0.543490	NA	NA	
638369.000000	23648.750000	7656.111111	16129.208333	8871.666667	62531.964286	NA	10.071066	8.943259	9.688387	9.090618	11.043433	NA	1.127806	0.382678	0.980448	-0.972368	NA	-0.745128	-0.147359	-2.100174	NA	0.597769	-1.355046	NA	-1.952815	NA	NA	1.150537	0.751029	1.033721	0.624792	NA	-0.555611	0.057195	-0.404183	NA	0.652055	-0.246475	NA	-0.607171	NA	NA	
641159.000000	15974.833333	30182.375000	14794.708333	17230.875000	64843.000000	NA	9.678770	10.315013	9.602025	9.754458	11.079724	NA	-0.636244	0.076745	-0.075688	-1.400954	NA	0.712989	0.560555	-0.764711	NA	-0.152433	-1.477699	NA	-1.325266	NA	NA	-0.151742	0.521077	0.375611	0.337366	NA	1.131982	0.704867	0.826571	NA	-0.115763	-0.361465	NA	-0.093583	NA	NA	
643248.000000	23648.750000	24176.900000	17367.250000	11418.200000	92290.250000	NA	10.071066	10.093153	9.762342	9.342964	11.432694	NA	-0.022087	0.308724	0.728102	-1.361628	NA	0.330811	0.750189	-1.339541	NA	0.419378	-1.670352	NA	-2.089730	NA	NA	0.301648	0.695442	0.876477	0.363740	NA	0.689659	0.878363	0.296811	NA	0.469474	-0.542081	NA	-0.719222	NA	NA	
682387.000000	9473.750000	24449.000000	14516.750000	23757.214286	177513.000000	3999.000000	9.156280	10.104345	9.583058	10.075642	12.086799	8.293800	-0.948064	-0.426778	-0.919361	-2.930519	0.862480	0.521286	0.028703	-1.982455	1.810545	-0.492583	-2.503741	1.289259	-2.011158	1.781842	3.793000	-0.381939	0.142608	-0.150107	-0.688417	0.736557	0.910110	0.218274	-0.295694	1.019572	-0.463900	-1.323400	0.783758	-0.654918	1.082655	1.307482	
686007.000000	10976.250000	17649.000000	12561.611111	21695.555556	65174.291667	NA	9.303489	9.778434	9.438401	9.984863	11.084820	NA	-0.474945	-0.134912	-0.681374	-1.781331	NA	0.340034	-0.206428	-1.306386	NA	-0.546462	-1.646420	NA	-1.099958	NA	NA	-0.032667	0.361987	-0.001809	0.082271	NA	0.700332	0.003152	0.327367	NA	-0.519044	-0.519644	NA	0.090811	NA	NA	
689758.000000	10976.250000	17424.071429	9428.555556	18849.750000	70488.409091	1724.000000	9.303489	9.765608	9.151498	9.844255	11.163204	7.452402	-0.462119	0.151991	-0.540766	-1.859714	1.851087	0.614110	-0.078647	-1.397596	2.313205	-0.692757	-2.011705	1.699096	-1.318949	2.391852	3.710801	-0.023198	0.577635	0.085807	0.029704	1.241751	1.017542	0.120059	0.243308	1.304578	-0.668774	-0.862107	1.051334	-0.088412	1.536253	1.268744	
690650.000000	1484.000000	18725.000000	11890.125000	15645.900000	272556.333333	1724.000000	7.302496	9.837615	9.383464	9.657964	12.515601	7.452402	-2.535118	-2.080967	-2.355468	-5.213104	-0.149906	0.454151	0.179651	-2.677986	2.385212	-0.274501	-3.132137	1.931061	-2.857636	2.205562	5.063198	-1.553554	-1.100747	-1.044988	-2.219204	0.219210	0.832410	0.356376	-0.936691	1.345405	-0.240697	-1.912535	1.202780	-1.347680	1.397729	1.906095	
695654.000000	4589.000000	15436.071429	11060.166667	17239.750000	219037.500000	NA	8.431417	9.644462	9.311105	9.754973	12.296998	NA	-1.213045	-0.879688	-1.323556	-3.865581	NA	0.333357	-0.110511	-2.652536	NA	-0.443868	-2.985893	NA	-2.542025	NA	NA	-0.577556	-0.197817	-0.401972	-1.315504	NA	0.692605	0.090907	-0.913237	NA	-0.414041	-1.775428	NA	-1.089382	NA	NA	
696600.000000	4589.000000	15554.785714	10881.250000	19253.388889	195055.333333	NA	8.431417	9.652124	9.294796	9.865442	12.181039	NA	-1.220706	-0.863379	-1.434025	-3.749621	NA	0.357327	-0.213319	-2.528915	NA	-0.570646	-2.886242	NA	-2.315596	NA	NA	-0.583212	-0.185558	-0.470809	-1.237738	NA	0.720347	-0.003152	-0.799308	NA	-0.543796	-1.682003	NA	-0.904072	NA	NA	
707354.000000	2342.000000	20694.600000	14740.750000	17569.111111	171813.600000	6061.000000	7.758761	9.937628	9.598371	9.773898	12.054165	8.709630	-2.178868	-1.839611	-2.015137	-4.295405	-0.950870	0.339257	0.163730	-2.116537	1.227998	-0.175527	-2.455794	0.888741	-2.280268	1.064268	3.344535	-1.290558	-0.919334	-0.832917	-1.603761	-0.190095	0.699433	0.341811	-0.419264	0.689270	-0.139399	-1.278449	0.522267	-0.875159	0.549073	1.096132	
707363.000000	2342.000000	20694.600000	13533.055556	19752.500000	61209.136364	6061.000000	7.758761	9.937628	9.512891	9.891035	11.022052	8.709630	-2.178868	-1.754130	-2.132275	-3.263291	-0.950870	0.424738	0.046593	-1.084424	1.227998	-0.378145	-1.509161	0.803260	-1.131016	1.181405	2.312422	-1.290558	-0.855083	-0.905909	-0.911587	-0.190095	0.798367	0.234641	0.531926	0.689270	-0.346775	-0.390961	0.466458	0.065392	0.636176	0.609722	
756157.000000	15482.000000	38938.250000	12506.333333	58970.428571	161021.450000	7438.000000	9.647433	10.569732	9.433990	10.984791	11.989293	8.914357	-0.922299	0.213443	-1.337358	-2.341860	0.733076	1.135742	-0.415059	-1.419561	1.655375	-1.550801	-2.555302	0.519633	-1.004501	2.070434	3.074936	-0.362918	0.623825	-0.410573	-0.293640	0.670429	1.621268	-0.187725	0.223066	0.931591	-1.546966	-1.371740	0.281282	0.168932	1.297250	0.969076	
781816.000000	23721.125000	37270.937500	9042.833333	40950.454545	44485.615385	10600.000000	10.074121	10.525969	9.109728	10.620118	10.702921	9.268609	-0.451848	0.964393	-0.545997	-0.628800	0.805512	1.416241	-0.094149	-0.176952	1.257360	-1.510390	-1.593193	-0.158881	-0.082803	1.351509	1.434312	-0.015615	1.188270	0.082548	0.855202	0.707445	1.945912	0.105877	1.368246	0.705918	-1.505606	-0.469743	-0.161709	0.923253	0.762663	0.195891	
796934.000000	30116.125000	47246.714286	9194.090909	67446.714286	222285.062500	NA	10.312816	10.763138	9.126316	11.119093	12.311716	NA	-0.450322	1.186500	-0.806277	-1.998900	NA	1.636822	-0.355955	-1.548578	NA	-1.992777	-3.185400	NA	-1.192623	NA	NA	-0.014489	1.355214	-0.079641	-0.063639	NA	2.201208	-0.133650	0.104164	NA	-1.999320	-1.962469	NA	0.014973	NA	NA	
801540.000000	30322.125000	48075.214286	29468.500000	51339.833333	73692.636364	NA	10.319633	10.780522	10.291077	10.846222	11.207658	NA	-0.460889	0.028556	-0.526589	-0.888025	NA	0.489445	-0.065700	-0.427136	NA	-0.555145	-0.916581	NA	-0.361436	NA	NA	-0.022290	0.484856	0.094641	0.681355	NA	0.873258	0.131904	1.137678	NA	-0.527931	0.164595	NA	0.695219	NA	NA	
807417.000000	30322.125000	33437.900000	32962.833333	48198.400000	73830.954545	11944.000000	10.319633	10.417445	10.403136	10.783081	11.209533	9.387984	-0.097812	-0.083503	-0.463448	-0.889900	0.931649	0.014309	-0.365636	-0.792088	1.029461	-0.379945	-0.806397	1.015152	-0.426452	1.395097	1.821549	0.245745	0.400628	0.133986	0.680098	0.771903	0.323346	-0.142507	0.801340	0.576700	-0.348617	0.267894	0.604798	0.642010	0.795075	0.378386	
844300.000000	23822.875000	41531.714286	12391.181818	38004.166667	39523.964286	102172.000000	10.078402	10.634213	9.424740	10.545451	10.584662	11.534413	-0.555811	0.653661	-0.467050	-0.506261	-1.456011	1.209472	0.088762	0.049550	-0.900200	-1.120711	-1.159922	-2.109673	-0.039211	-0.988962	-0.949750	-0.092364	0.954711	0.131742	0.937381	-0.448231	1.706602	0.273222	1.576989	-0.517410	-1.106777	-0.063542	-1.435349	0.958929	-0.977689	-0.927658	
932457.000000	50892.000000	15680.750000	18095.875000	15753.500000	18405.392857	102172.000000	10.837461	9.660189	9.803439	9.664818	9.820399	11.534413	1.177272	1.034022	1.172643	1.017062	-0.696952	-0.143250	-0.004629	-0.160210	-1.874224	0.138621	-0.016960	-1.730974	-0.155581	-1.869595	-1.714014	1.187054	1.240605	1.153484	1.958978	-0.060339	0.140990	0.187779	1.383675	-1.069677	0.182126	1.008008	-1.188102	0.863692	-1.632520	-1.287836	
1001048.000000	30664.000000	13201.500000	16083.833333	12470.400000	154497.722222	5328.000000	10.330845	9.488086	9.685570	9.431113	11.947935	8.580731	0.842759	0.645275	0.899731	-1.617090	1.750113	-0.197484	0.056973	-2.459849	0.907355	0.254457	-2.262365	1.104839	-2.516822	0.850382	3.367203	0.940105	0.948407	0.983424	0.192417	1.190152	0.078220	0.244138	-0.735657	0.507466	0.300681	-1.097105	0.663353	-1.068756	0.390030	1.106815	
1080130.000000	17377.500000	5692.333333	14218.150000	16307.888889	194509.857143	14676.000000	9.762932	8.646876	9.562275	9.699404	12.178238	9.593969	1.116056	0.200657	0.063527	-2.415307	0.168963	-0.915399	-1.052529	-3.531363	-0.947093	-0.137130	-2.615964	-0.031694	-2.478834	0.105435	2.584269	1.141862	0.614214	0.462361	-0.342896	0.382158	-0.752679	-0.770947	-1.723158	-0.543998	-0.100100	-1.428611	-0.078671	-1.037666	-0.163905	0.737837	
1085682.000000	12555.000000	4107.142857	13055.409091	16191.300000	136473.500000	14676.000000	9.437874	8.320483	9.476958	9.692229	11.823886	9.593969	1.117391	-0.039084	-0.254355	-2.386011	-0.156095	-1.156475	-1.371746	-3.503403	-1.273486	-0.215272	-2.346928	-0.117011	-2.131656	0.098261	2.229917	1.142848	0.434016	0.264279	-0.323250	0.216048	-1.031695	-1.062999	-1.697390	-0.729061	-0.180077	-1.176385	-0.134372	-0.753535	-0.169241	0.570840	
