Position	iES_BRG	iES_BRM	iES_CHCU	iES_CHCA	iES_CHFR	iES_TXL	log(iES_BRG)	log(iES_BRM)	log(iES_CHCU)	log(iES_CHCA)	log(iES_CHFR)	log(iES_TXL)	log_Rsb(BRG/BRM)	log_Rsb(BRG/CHCU)	log_Rsb(BRG/CHCA)	log_Rsb(BRG/CHFR)	log_Rsb(BRG/TXL)	log_Rsb(BRM/CHCU)	log_Rsb(BRM/CHCA)	log_Rsb(BRM/CHFR)	log_Rsb(BRM/TXL)	log_Rsb(CHCU/CHCA)	log_Rsb(CHCU/CHFR)	log_Rsb(CHCU/TXL)	log_Rsb(CHCA/CHFR)	log_Rsb(CHCA/TXL)	log_Rsb(CHFR/TXL)	log_RsbN(BRG/BRM)	log_RsbN(BRG/CHCU)	log_RsbN(BRG/CHCA)	log_RsbN(BRG/CHFR)	log_RsbN(BRG/TXL)	log_RsbN(BRM/CHCU)	log_RsbN(BRM/CHCA)	log_RsbN(BRM/CHFR)	log_RsbN(BRM/TXL)	log_RsbN(CHCU/CHCA)	log_RsbN(CHCU/CHFR)	log_RsbN(CHCU/TXL)	log_RsbN(CHCA/CHFR)	log_RsbN(CHCA/TXL)	log_RsbN(CHFR/TXL)	
58601.000000	32546.687500	45574.961538	49251.350000	39378.000000	61087.000000	NA	10.390431	10.727114	10.804692	10.580963	11.020054	NA	-0.336683	-0.414261	-0.190532	-0.629623	NA	-0.077578	0.146151	-0.292941	NA	0.223729	-0.215362	NA	-0.439092	NA	NA	0.139762	-0.264971	0.547769	0.039879	NA	-0.412629	0.365898	0.084488	NA	0.825465	0.142596	NA	0.000000	NA	NA	
58650.000000	42712.916667	42323.250000	49251.350000	42130.076923	61087.000000	NA	10.662257	10.653092	10.804692	10.648517	11.020054	NA	0.009165	-0.142435	0.013739	-0.357798	NA	-0.151600	0.004575	-0.366962	NA	0.156175	-0.215362	NA	-0.371537	NA	NA	1.325893	0.563723	1.375992	0.226395	NA	-0.789354	-0.195034	0.034026	NA	0.536771	0.142596	NA	0.050853	NA	NA	
58703.000000	32041.437500	49303.291667	49251.350000	39137.464286	61087.000000	NA	10.374785	10.805746	10.804692	10.574835	11.020054	NA	-0.430961	-0.429907	-0.200050	-0.645269	NA	0.001054	0.230911	-0.214308	NA	0.229857	-0.215362	NA	-0.445219	NA	NA	-0.183577	-0.312668	0.509177	0.029144	NA	-0.012440	0.701718	0.138092	NA	0.851649	0.142596	NA	-0.004612	NA	NA	
58704.000000	32037.687500	39444.566667	39843.708333	36529.100000	61087.000000	NA	10.374668	10.582652	10.592720	10.505864	11.020054	NA	-0.207983	-0.218052	-0.131196	-0.645386	NA	-0.010068	0.076787	-0.437403	NA	0.086855	-0.427335	NA	-0.514190	NA	NA	0.581154	0.333198	0.788346	0.029064	NA	-0.069045	0.091075	-0.013993	NA	0.240535	-0.010521	NA	-0.056532	NA	NA	
58713.000000	28521.833333	43376.384615	39843.708333	44643.772727	61087.000000	NA	10.258425	10.677670	10.592720	10.706470	11.020054	NA	-0.419245	-0.334295	-0.448045	-0.761629	NA	0.084951	-0.028800	-0.342384	NA	-0.113750	-0.427335	NA	-0.313584	NA	NA	-0.143397	-0.021183	-0.496324	-0.050698	NA	0.414541	-0.327264	0.050782	NA	-0.616751	-0.010521	NA	0.094479	NA	NA	
58718.000000	32132.562500	45525.692308	49251.350000	40262.285714	61087.000000	NA	10.377625	10.726032	10.804692	10.603170	11.020054	NA	-0.348407	-0.427067	-0.225545	-0.642429	NA	-0.078660	0.122862	-0.294022	NA	0.201522	-0.215362	NA	-0.416884	NA	NA	0.099553	-0.304011	0.405806	0.031093	NA	-0.418134	0.273624	0.083750	NA	0.730560	0.142596	NA	0.016718	NA	NA	
59102.000000	25744.750000	45766.423077	42155.250000	42197.571429	61087.000000	NA	10.155986	10.731306	10.649115	10.650118	11.020054	NA	-0.575320	-0.493129	-0.494132	-0.864068	NA	0.082191	0.081188	-0.288748	NA	-0.001003	-0.370940	NA	-0.369936	NA	NA	-0.678676	-0.505407	-0.683185	-0.120987	NA	0.400499	0.108511	0.087346	NA	-0.134929	0.030215	NA	0.052058	NA	NA	
59105.000000	42712.916667	46353.884615	45969.954545	42197.571429	61087.000000	NA	10.662257	10.744060	10.735743	10.650118	11.020054	NA	-0.081804	-0.073487	0.012139	-0.357798	NA	0.008317	0.093942	-0.275994	NA	0.085625	-0.284311	NA	-0.369936	NA	NA	1.013904	0.773921	1.369501	0.226395	NA	0.024524	0.159045	0.096040	NA	0.235278	0.092791	NA	0.052058	NA	NA	
59324.000000	31835.300000	44990.357143	42800.041667	42197.571429	61087.000000	NA	10.368331	10.714203	10.664294	10.650118	11.020054	NA	-0.345872	-0.295963	-0.281787	-0.651723	NA	0.049909	0.064086	-0.305851	NA	0.014176	-0.355760	NA	-0.369936	NA	NA	0.108245	0.095674	0.177773	0.024715	NA	0.236202	0.040751	0.075687	NA	-0.070058	0.041180	NA	0.052058	NA	NA	
59350.000000	35358.944444	42242.466667	42800.041667	39897.700000	61087.000000	NA	10.473307	10.651181	10.664294	10.594074	11.020054	NA	-0.177875	-0.190988	-0.120767	-0.546748	NA	-0.013113	0.057107	-0.368873	NA	0.070220	-0.355760	NA	-0.425980	NA	NA	0.684416	0.415705	0.830631	0.096745	NA	-0.084541	0.013103	0.032724	NA	0.169446	0.041180	NA	0.009870	NA	NA	
66868.000000	34093.300000	48128.153846	42800.041667	39897.700000	61087.000000	NA	10.436856	10.781623	10.664294	10.594074	11.020054	NA	-0.344766	-0.227438	-0.157218	-0.583198	NA	0.117328	0.187549	-0.238432	NA	0.070220	-0.355760	NA	-0.425980	NA	NA	0.112038	0.304582	0.682841	0.071734	NA	0.579323	0.529916	0.121647	NA	0.169446	0.041180	NA	0.009870	NA	NA	
66892.000000	37029.722222	44701.607143	42800.041667	39897.700000	61087.000000	NA	10.519476	10.707765	10.664294	10.594074	11.020054	NA	-0.188289	-0.144818	-0.074598	-0.500578	NA	0.043470	0.113691	-0.312290	NA	0.070220	-0.355760	NA	-0.425980	NA	NA	0.648700	0.556459	1.017826	0.128425	NA	0.203433	0.237288	0.071297	NA	0.169446	0.041180	NA	0.009870	NA	NA	
66930.000000	33329.050000	41723.033333	42800.041667	44774.961538	61087.000000	NA	10.414185	10.638809	10.664294	10.709404	11.020054	NA	-0.224624	-0.250110	-0.295220	-0.605870	NA	-0.025486	-0.070596	-0.381246	NA	-0.045110	-0.355760	NA	-0.310650	NA	NA	0.524083	0.235465	0.123309	0.056178	NA	-0.147511	-0.492861	0.024289	NA	-0.323417	0.041180	NA	0.096688	NA	NA	
66938.000000	37029.722222	47537.846154	42800.041667	40192.966667	61087.000000	NA	10.519476	10.769281	10.664294	10.601447	11.020054	NA	-0.249805	-0.144818	-0.081971	-0.500578	NA	0.104987	0.167834	-0.250773	NA	0.062847	-0.355760	NA	-0.418607	NA	NA	0.437720	0.556459	0.987931	0.128425	NA	0.516514	0.451806	0.113234	NA	0.137936	0.041180	NA	0.015420	NA	NA	
67135.000000	37029.722222	51486.291667	42800.041667	42513.928571	61087.000000	NA	10.519476	10.849071	10.664294	10.657587	11.020054	NA	-0.329595	-0.144818	-0.138111	-0.500578	NA	0.184777	0.191484	-0.170983	NA	0.006707	-0.355760	NA	-0.362467	NA	NA	0.164072	0.556459	0.760311	0.128425	NA	0.922592	0.545507	0.167627	NA	-0.101977	0.041180	NA	0.057681	NA	NA	
67156.000000	33170.722222	41581.866667	51685.444444	45767.961538	61087.000000	NA	10.409423	10.635419	10.852931	10.731340	11.020054	NA	-0.225997	-0.443509	-0.321917	-0.610631	NA	-0.217512	-0.095920	-0.384635	NA	0.121592	-0.167123	NA	-0.288715	NA	NA	0.519376	-0.354135	0.015066	0.052911	NA	-1.124804	-0.593198	0.021979	NA	0.388981	0.177441	NA	0.113200	NA	NA	
67167.000000	31917.600000	41581.866667	51685.444444	45767.961538	61087.000000	NA	10.370913	10.635419	10.852931	10.731340	11.020054	NA	-0.264507	-0.482019	-0.360427	-0.649141	NA	-0.217512	-0.095920	-0.384635	NA	0.121592	-0.167123	NA	-0.288715	NA	NA	0.387300	-0.471538	-0.141074	0.026487	NA	-1.124804	-0.593198	0.021979	NA	0.388981	0.177441	NA	0.113200	NA	NA	
70077.000000	35299.944444	47751.923077	41986.291667	43757.071429	61087.000000	NA	10.471637	10.773775	10.645098	10.686409	11.020054	NA	-0.302138	-0.173462	-0.214772	-0.548418	NA	0.128676	0.087366	-0.246280	NA	-0.041310	-0.374956	NA	-0.333646	NA	NA	0.258239	0.469135	0.449487	0.095599	NA	0.637077	0.132989	0.116297	NA	-0.307178	0.027314	NA	0.079377	NA	NA	
70093.000000	35299.944444	51486.291667	41986.291667	43757.071429	61087.000000	NA	10.471637	10.849071	10.645098	10.686409	11.020054	NA	-0.377434	-0.173462	-0.214772	-0.548418	NA	0.203972	0.162662	-0.170983	NA	-0.041310	-0.374956	NA	-0.333646	NA	NA	0.000000	0.469135	0.449487	0.095599	NA	1.020287	0.431316	0.167627	NA	-0.307178	0.027314	NA	0.079377	NA	NA	
70219.000000	31887.800000	41352.200000	41856.454545	40699.392857	61087.000000	NA	10.369979	10.629881	10.642001	10.613968	11.020054	NA	-0.259902	-0.272023	-0.243990	-0.650076	NA	-0.012120	0.015912	-0.390173	NA	0.028033	-0.378053	NA	-0.406086	NA	NA	0.403092	0.168661	0.331023	0.025846	NA	-0.079489	-0.150113	0.018203	NA	-0.010842	0.025077	NA	0.024846	NA	NA	
70257.000000	31887.800000	41352.200000	41856.454545	40699.392857	61087.000000	NA	10.369979	10.629881	10.642001	10.613968	11.020054	NA	-0.259902	-0.272023	-0.243990	-0.650076	NA	-0.012120	0.015912	-0.390173	NA	0.028033	-0.378053	NA	-0.406086	NA	NA	0.403092	0.168661	0.331023	0.025846	NA	-0.079489	-0.150113	0.018203	NA	-0.010842	0.025077	NA	0.024846	NA	NA	
71324.000000	31887.800000	47616.461538	39684.916667	41757.428571	61087.000000	NA	10.369979	10.770934	10.588726	10.639633	11.020054	NA	-0.400955	-0.218748	-0.269654	-0.650076	NA	0.182207	0.131301	-0.249121	NA	-0.050906	-0.431328	NA	-0.380422	NA	NA	-0.080668	0.331076	0.226967	0.025846	NA	0.909517	0.307061	0.114360	NA	-0.348187	-0.013406	NA	0.044165	NA	NA	
71345.000000	35299.944444	51486.291667	39684.916667	41757.428571	61087.000000	NA	10.471637	10.849071	10.588726	10.639633	11.020054	NA	-0.377434	-0.117090	-0.167996	-0.548418	NA	0.260344	0.209438	-0.170983	NA	-0.050906	-0.431328	NA	-0.380422	NA	NA	0.000000	0.640992	0.639141	0.095599	NA	1.307185	0.616643	0.167627	NA	-0.348187	-0.013406	NA	0.044165	NA	NA	
71431.000000	35299.944444	51486.291667	39684.916667	41757.428571	61087.000000	NA	10.471637	10.849071	10.588726	10.639633	11.020054	NA	-0.377434	-0.117090	-0.167996	-0.548418	NA	0.260344	0.209438	-0.170983	NA	-0.050906	-0.431328	NA	-0.380422	NA	NA	0.000000	0.640992	0.639141	0.095599	NA	1.307185	0.616643	0.167627	NA	-0.348187	-0.013406	NA	0.044165	NA	NA	
73636.000000	35299.944444	51486.291667	39684.916667	39887.200000	61087.000000	NA	10.471637	10.849071	10.588726	10.593811	11.020054	NA	-0.377434	-0.117090	-0.122174	-0.548418	NA	0.260344	0.255260	-0.170983	NA	-0.005084	-0.431328	NA	-0.426244	NA	NA	0.000000	0.640992	0.824927	0.095599	NA	1.307185	0.798191	0.167627	NA	-0.152368	-0.013406	NA	0.009672	NA	NA	
75311.000000	35299.944444	45410.607143	39684.916667	39887.200000	61087.000000	NA	10.471637	10.723501	10.588726	10.593811	11.020054	NA	-0.251864	-0.117090	-0.122174	-0.548418	NA	0.134775	0.129690	-0.296553	NA	-0.005084	-0.431328	NA	-0.426244	NA	NA	0.430659	0.640992	0.824927	0.095599	NA	0.668114	0.300679	0.082025	NA	-0.152368	-0.013406	NA	0.009672	NA	NA	
75324.000000	35299.944444	43215.466667	39684.916667	39887.200000	61087.000000	NA	10.471637	10.673954	10.588726	10.593811	11.020054	NA	-0.202317	-0.117090	-0.122174	-0.548418	NA	0.085227	0.080143	-0.346101	NA	-0.005084	-0.431328	NA	-0.426244	NA	NA	0.600588	0.640992	0.824927	0.095599	NA	0.415949	0.104371	0.048248	NA	-0.152368	-0.013406	NA	0.009672	NA	NA	
76450.000000	32762.400000	40900.428571	39684.916667	39887.200000	61087.000000	NA	10.397037	10.618896	10.588726	10.593811	11.020054	NA	-0.221859	-0.191690	-0.196774	-0.623018	NA	0.030169	0.025085	-0.401159	NA	-0.005084	-0.431328	NA	-0.426244	NA	NA	0.533566	0.413565	0.522460	0.044412	NA	0.135739	-0.113771	0.010715	NA	-0.152368	-0.013406	NA	0.009672	NA	NA	
76471.000000	32762.400000	37151.346154	39719.136364	39887.200000	61087.000000	NA	10.397037	10.522755	10.589588	10.593811	11.020054	NA	-0.125718	-0.192552	-0.196774	-0.623018	NA	-0.066833	-0.071055	-0.497299	NA	-0.004222	-0.430466	NA	-0.426244	NA	NA	0.863293	0.410938	0.522460	0.044412	NA	-0.357943	-0.494683	-0.054825	NA	-0.148685	-0.012783	NA	0.009672	NA	NA	
76474.000000	32762.400000	37151.346154	39719.136364	39887.200000	61087.000000	NA	10.397037	10.522755	10.589588	10.593811	11.020054	NA	-0.125718	-0.192552	-0.196774	-0.623018	NA	-0.066833	-0.071055	-0.497299	NA	-0.004222	-0.430466	NA	-0.426244	NA	NA	0.863293	0.410938	0.522460	0.044412	NA	-0.357943	-0.494683	-0.054825	NA	-0.148685	-0.012783	NA	0.009672	NA	NA	
85623.000000	32762.400000	34992.678571	36841.625000	39887.200000	61087.000000	NA	10.397037	10.462894	10.514384	10.593811	11.020054	NA	-0.065857	-0.117347	-0.196774	-0.623018	NA	-0.051489	-0.130917	-0.557160	NA	-0.079427	-0.505671	NA	-0.426244	NA	NA	1.068594	0.640208	0.522460	0.044412	NA	-0.279853	-0.731855	-0.095633	NA	-0.470071	-0.067107	NA	0.009672	NA	NA	
86000.000000	36874.625000	36812.269231	36841.625000	39887.200000	61087.000000	NA	10.515279	10.513586	10.514384	10.593811	11.020054	NA	0.001692	0.000895	-0.078532	-0.504775	NA	-0.000797	-0.080224	-0.506468	NA	-0.079427	-0.505671	NA	-0.426244	NA	NA	1.300265	1.000684	1.001876	0.125545	NA	-0.021861	-0.531010	-0.061075	NA	-0.470071	-0.067107	NA	0.009672	NA	NA	
86475.000000	29622.562500	27236.333333	41098.700000	48286.150000	61087.000000	NA	10.296292	10.212307	10.623732	10.784900	11.020054	NA	0.083984	-0.327440	-0.488608	-0.723763	NA	-0.411425	-0.572593	-0.807747	NA	-0.161168	-0.396323	NA	-0.235154	NA	NA	1.582497	-0.000287	-0.660790	-0.024715	NA	-2.111697	-2.481792	-0.266460	NA	-0.819391	0.011880	NA	0.153519	NA	NA	
86483.000000	34912.416667	23143.923077	17858.150000	36095.615385	61087.000000	NA	10.460598	10.049488	9.790215	10.493927	11.020054	NA	0.411110	0.670383	-0.033329	-0.559457	NA	0.259272	-0.444439	-0.970567	NA	-0.703711	-1.229839	NA	-0.526128	NA	NA	2.704419	3.041697	1.185152	0.088025	NA	1.301729	-1.974043	-0.377455	NA	-3.137942	-0.590205	NA	-0.065518	NA	NA	
86489.000000	41845.200000	22758.375000	17858.150000	36095.615385	61087.000000	NA	10.641732	10.032688	9.790215	10.493927	11.020054	NA	0.609044	0.851517	0.147806	-0.378322	NA	0.242473	-0.461238	-0.987366	NA	-0.703711	-1.229839	NA	-0.526128	NA	NA	3.383258	3.593907	1.919567	0.212312	NA	1.216232	-2.040601	-0.388907	NA	-3.137942	-0.590205	NA	-0.065518	NA	NA	
86688.000000	26602.312500	18923.541667	40834.750000	50554.277778	61087.000000	NA	10.188753	9.848162	10.617289	10.830803	11.020054	NA	0.340591	-0.428535	-0.642049	-0.831301	NA	-0.769127	-0.982641	-1.171892	NA	-0.213514	-0.402766	NA	-0.189252	NA	NA	2.462565	-0.308487	-1.282920	-0.098504	NA	-3.932176	-4.106417	-0.514701	NA	-1.043090	0.007226	NA	0.188074	NA	NA	
86779.000000	21495.350000	15252.733333	14371.590909	29712.933333	61087.000000	NA	9.975592	9.632514	9.573009	10.299338	11.020054	NA	0.343078	0.402583	-0.323746	-1.044462	NA	0.059505	-0.666824	-1.387540	NA	-0.726329	-1.447046	NA	-0.720717	NA	NA	2.471092	2.225278	0.007650	-0.244766	NA	0.285040	-2.855138	-0.661710	NA	-3.234598	-0.747103	NA	-0.212000	NA	NA	
87329.000000	17153.388889	17550.000000	18706.222222	34726.208333	61087.000000	NA	9.749951	9.772809	9.836611	10.455250	11.020054	NA	-0.022858	-0.086660	-0.705299	-1.270103	NA	-0.063802	-0.682441	-1.247245	NA	-0.618638	-1.183443	NA	-0.564804	NA	NA	1.216066	0.733760	-1.539367	-0.399592	NA	-0.342518	-2.917013	-0.566069	NA	-2.774384	-0.556691	NA	-0.094633	NA	NA	
87756.000000	15463.900000	15244.466667	9843.000000	30467.115385	61087.000000	NA	9.646264	9.631972	9.194516	10.324403	11.020054	NA	0.014292	0.451748	-0.678140	-1.373791	NA	0.437456	-0.692431	-1.388082	NA	-1.129887	-1.825539	NA	-0.695651	NA	NA	1.343476	2.375162	-1.429249	-0.470738	NA	2.208573	-2.956596	-0.662079	NA	-4.959199	-1.020505	NA	-0.193131	NA	NA	
87801.000000	19032.375000	16223.285714	9024.625000	26407.833333	61087.000000	NA	9.853897	9.694203	9.107712	10.181416	11.020054	NA	0.159694	0.746185	-0.327519	-1.166158	NA	0.586491	-0.487213	-1.325851	NA	-1.073704	-1.912342	NA	-0.838638	NA	NA	1.842152	3.272788	-0.007650	-0.328268	NA	2.967065	-2.143514	-0.619656	NA	-4.719099	-1.083207	NA	-0.300769	NA	NA	
